Idme,gender,age,UCLA3itemscale,Q9_Loneliness_Meaning_Qual,cleaned_text
24300,2,26,7.0,Not being able to have the same social interactions as others parents on the school run. Other friends not being able to understand or appreciate the specific difficulties of bringing up a family with a child in the autistic spectrum. ,interaction parent run friend appreciate specific difficulty bringing artistic spectrum
20989,2,26,7.0,Not being able to spend time with people close to you as often as you would like.,
37657,1,20,5.0,Not being able to stop feeling sorry for yourself. Plus not feeling included in important things ,stop sorry plus thing
933,1,18,9.0,Not being able to talk to anyone ,
24852,2,19,5.0,Being in your own and not being able to talk to anyone,
20437,1,24,7.0,Not being able to talk to anyone.,
211,1,18,9.0,Not being able to talk to anyone freely about any topic,freely topic
9623,2,28,3.0,Not able to talk to anyone. Not able to talk to people you like. Not feel part of a group. Feeling sad. No one to share.,
15635,2,21,8.0,Not being able to talk to friends when I need them,friend
39909,1,22,7.0, Not being able to talk/listen to someone when l'd like to. Feeling I Can't Help/contribute When I See A Problem Others Have And I Know I Could Help.,l contribute
41676,1,26,3.0,Not being able to talk to others. Feeling alone and sad.,
38067,2,19,6.0,Not being able to talk to people when I need to. Feeling like a burden to those closest to me. Worrying about losing loved ones because I'm not worth the time or care that I need in a relationship.,burden closest worrying one
16879,1,23,9.0,"not being able to talk to someone, even when in a relationship .",
22524,2,28,4.0,not being able to talk to someone when feeling down. not being able to cuddle up to someone. not being able to feel human warmth. ,muddle warmth
43458,1,19,6.0,"Not being able to talk to someoneabout worries. Not being able to share thoughts and opinions on news items or entertainments. Not being able to have a laugh with anyone. Lack of verbal communication mostly, noy necessarily physical.",someoneabout worry thought opinion news item entertainment verbal mostly
23761,1,22,8.0,Not being able to talk about things that are important to me. Not being able to share my feelings. Not having anyone I can call at short notice to have dinner or go to an event or just a walk.,thing feeling short dinner walk
20014,2,27,4.0,Not being able to tell someone a joke. Not being able to talk to someone about your interests. Not being able to say you're feeling lonely.,joke interest
11822,1,26,6.0,"Not having access to someone trusted, as a barometer, for issues of personal importance.",access trusted parameter issue importance
43632,2,16,5.0," I am not actually in a situation where I feel lonely, but I can see how it happens. I know people who are lonely ,  but whether it is because they have mental health problems or choose a solitude way of life, I don't really know. To me, loneliness would mean having no genuine friends and no supportive family. ",problem choose genuine friend suppurative
23858,1,27,9.0,Not having adults to interact with. Not having someone to care about.,adult
15731,2,16,7.0,"It's not about being by yourself, alone. It's about a loss of connection with others. Not feeling that anyone is interested or cares about you, your life your interest. Not feeling valued. Having no-one to share your day with or to share their day with you.  Nothing to give to.",care
5777,1,19,5.0,"Is not being alone. I love my own company & peaceful solitude. I have been most lonely in a bad marriage when I felt isolated, under attacking from those who were meant to love me. Loneliness may strike me rarely but is easily alleviated by a call to any of a small group of good friends. I'm very lucky. ",peaceful marriage attacking meant strike easily alleviate friend lucky
4098,1,29,8.0,"it is not being alone, as one can feel a deep sense of loneliness in the midst of others. nor is it always something to be considered negatively, or to be avoided. it can be a really helpful sign/marker and a spur to looking inward, and reassessing one's life. it is a feeling that, in that particular moment, there is no-one who shares your life/experience or that no-one understands, coupled with the knowledge that you would like someone to share/understand. it can be fleeting, or long-term.    ",midst considered avoided helpful sign marker spur inward reassessing particular share coupled knowledge fleeting term
25783,1,19,9.0,"Not being 'alone' - i'm with people all the time, but I have no actual friends who i can talk to, who I can go out with for a drink or just meet for a coffee. It stops me ging to places as I know I will end up there on my own sat in a corner yet again, pretending to enjoy myself or persuading myself that its fun. It means I worry about my future when i get old and have no one to talk to or to just sit with. Nobody seems interested in me and I seem to scare them off",actual friend drink stop place sat corner pretending persuading mean sit scare
21964,2,22,3.0,"Not the same as being alone. Perhaps loneliness to me is when I loose a feeling of ""connectedness"" with other people (emotional or cognitive), combined with a sense of nagging vulnerability ",loose connectedness cognitive combined lagging vulnerability
22764,2,25,5.0,"It's not being alone - you can be with someone and feel lonely. It's about those people not understanding, not fulfilling you. ",fulfilling
7962,2,28,8.0,not being alone all the time.talking to some body. being able to hold somebody in the arms when you are down. have fun with them. and so on .,body hold arm
3436,2,23,5.0,"Not always being able to connect deeply with people I would like to.  Not being the most important person in the world to anyone. Feeling lonely in a crowd, even with friends and family, and even worse when we go our separate ways back to an emply house. Not having anyone special to hold me. Knowing I could die or lay injured in my house and no one finding me for days or weeks even. Feeling odd somehow that I dont have anyone special to love and who loves me (apart from children and a couple of close friends) I mean romantic love. Being alone for so long makes me wonder if I am unlovable.",deeply friend way hold lay injured day week odd somehow love child friend romantic make wonder unlovable
38170,1,19,6.0,Not always being able to justify my existence.   A loss of self confidence and validation.,justify existence variation
23472,2,21,4.0,Not always being alone. It's entirely possible to be lonely and surrounded by people. Equally its entirely possible to be completely alone and not be lonely. It's not having that connection with others in your life. It's horrible.,entirely equally entirely horrible
15614,2,24,8.0,"not always negative, being alone can be good. lonliness could be having no choice about being alone",
